e3:10.124v_8.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.14
e3:10.124v_8.comment	scholion	πανταχοθεν το εναντιον ορων εδυσφορει: ουκ επεξηλθε δε οσα περι τους ην δεδοικως. αλλ' ηρκεσθη τη των ευημερουντων διαθεσει, εμφηναι την των δυστυχουντων καταστασιν: αει γαρ φιλελλην ο ποιητης⁑
e3:10.124v_9.lemma	scholion	θ
e3:10.124v_9.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.17
e3:10.124v_9.comment	scholion	το προνοητικον αυτου και εν ταις συμφοραις δηλουται: μη αποφασκοντος τοις δεινοις: δεικνυσι δε οτι δει και εν τοις κακοις επι σοφιαν καταφευγειν: αυτο υργει δε δυσωπων αυτειν. οπως του βασιλεως και του γεροντος δια φοιτων των: υπακουσωσιν οι λοιποι⁑
e3:10.124v_10.lemma	scholion	ι
e3:10.124v_10.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.23
e3:10.124v_10.comment	scholion	λιαν φονευτικον. τινες δε πυρρον⁑
e3:10.124v_11.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.23
e3:10.124v_11.comment	scholion	τινες εκ τουτου χειμεριον φασι τον καιρον: σκεπην γαρ οπλων ην ηλεοντη: τον δε urn:cite2:hmt:pers.v1:pers119 ως ηττω, παρδαλην ενδυει: urn:cite2:hmt:pers.v1:pers474 δε ως δειλον και επι λαθριδιον πραξιν ορμωντα, λυκον⁑
e3:10.124v_12.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.25
e3:10.124v_12.comment	scholion	κατα τον αυτον καιρον τω urn:cite2:hmt:pers.v1:pers22 . αλλ' ο ποιητης τω βασιλικωτερω προσωπω απενειμε την προτεραν ταξιν του λογου: ωστε και των αριστεων, ους μεν διηγειρεν ο urn:cite2:hmt:pers.v1:pers22 , ακριβως διεξερχεται, ους δε urn:cite2:hmt:pers.v1:pers119 , επι κεφαλαιου⁑
e3:10.125r_1.lemma	scholion	ιγ
e3:10.125r_1.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.29
e3:10.125r_1.comment	scholion	το μεν ζωον πορδαλις. η δε δορα παρδαλεη⁑
e3:10.125r_2.lemma	scholion	ιδ
e3:10.125r_2.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.33
e3:10.125r_2.comment	scholion	δια ταχους ανεφηνε το αξιωμα και τους αρχομενους. οπως προς τους αρχοντας, διακεισθαι δεον: και τους αρχοντας οποιους οφειλουσι εαυτους παρεχειν τοις αρχομενοις. ινα ως θεοι τιμωνται: δηλον δε ως προεταραχση urn:cite2:hmt:pers.v1:pers119 : ο δε ποιητης κατα πληξαι ηθελησε, δια του βασιλικω τερον προσωπου⁑
e3:10.125r_3.lemma	scholion	ιε
e3:10.125r_3.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.35
e3:10.125r_3.comment	scholion	αντι του νηος: ει δε αλλων εδειτο. ποσω μαλλον αδελφου⁑
e3:10.125r_4.lemma	scholion	ιϛ
e3:10.125r_4.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.36
e3:10.125r_4.comment	scholion	ως κατεπτηχοτος του βασιλεως: η οτι ενδιδυσκομενον αυτον ευρεν: οθεν και εξ αυτου αρχεται⁑
e3:10.125r_5.lemma	scholion	ιζ
e3:10.125r_5.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.38
e3:10.125r_5.comment	scholion	προυλαβε την urn:cite2:hmt:pers.v1:pers117 γνωμην την περι του δειν κατασκοπους πεμπειν: του καιρου αυτω την επινοιαν του εργου επιβαλλοντος: και τον αδελφον οπλιζομενον ορων. και αυτον τουτο βουλευομενον υπονοει⁑
e3:10.125r_6.lemma	scholion	ιη
e3:10.125r_6.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.39
e3:10.125r_6.comment	scholion	ως ηδη δεδογμενης της βουλης επιλογισμον εισαγει: εσκινησις δε τον ακροατην εισαγει δια το δυσχερες⁑
e3:10.125r_7.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.43
e3:10.125r_7.comment	scholion	σεμνον το του βασιλεως εις επισκεψιν πλειονα φερομενου: αμα δε και ο ποιητης αναρτα τον ακροατην: το δε χρεω, οι μεν αντι του χρεια λεγουσιν: οι δε αντι του δει: οιον δει εμε και σε βουλης: ητοι περι βουλης διανοεισθαι αριστης⁑
e3:10.125r_8.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.44
e3:10.125r_8.comment	scholion	επωφελους: δει γαρ φησιν τα απο της τυχης προσγινομενα. ταις βουλαις αν τισηκουω⁑
e3:10.125r_9.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.46
e3:10.125r_9.comment	scholion	θεοσεβης υπονοια μη δι' urn:cite2:hmt:pers.v1:pers1 . δια δε θυσιας λεγειν τον urn:cite2:hmt:pers.v1:pers8 βοηθειν.⁑
e3:10.125r_10.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.47
e3:10.125r_10.comment	scholion	ηυξησε τα εργα του urn:cite2:hmt:pers.v1:pers172 , ανυπερβλητα φησας αυτα ειναι και οψει και ακοη⁑
e3:10.127v_1.lemma	scholion	α
e3:10.127v_1.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.149
e3:10.127v_1.comment	scholion	δειλος φασιν ουτοσ. οτι ασπιδα και δορυ αναλαμβανει: ισωσ δε σιωπωμενηι τηι απωκρισει χρηται προς τον urn:cite2:hmt:pers.v1:pers117 ειποντα βουλευεσθαι: ποτερον φευκτεα. η μενετεα: εμφαινων δια της ασπιδασ. ο τι μενητεα. δορυ μεν φερουσι και μη μαχομενοι : ασπις δε μενοντων εστι και μαχομενων⁑
e3:10.127v_2.lemma	scholion	β
e3:10.127v_2.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.151
e3:10.127v_2.comment	scholion	ουχ' ωπλισμενος: δειλου γαρ. αλλ' οιον πλησιον εχων τα τευχη: στρατηγικον δε και το αιθριοκοιτειν⁑
e3:10.127v_3.lemma	scholion	γ
e3:10.127v_3.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.ε3:153
e3:10.127v_3.comment	scholion	τροπον τινα περιχαρακουντα τον ηγεμονα: εμφαινει δε και δια τουτου ο ποιητης. το ανδρειον urn:cite2:hmt:pers.v1:pers215 και ετοιμον εις μαχην: στρατιωτικως δε τοις αυτοις οπλοις χρωνται, και προς πονον και αναπαυλαν: τωι δε σκιαζοντι της νυκτος. αντιπεριεστησε την εκ των αιχμων αναλαμπουσαν αυγην: σαυρωτηρ δε η δορατοδοκη καλειται: παρα δε τισιν ο καυλος του δορατος⁑
e3:10.127v_4.lemma	scholion	δ
e3:10.127v_4.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:156
e3:10.127v_4.comment	scholion	αναγκαιον σκληρας ουσης της στρωμνης. το προσκεφαλαιον ειναι απαλον: ινα μικρον αναπαυοιτο⁑
e3:10.127v_5.lemma	scholion	ε
e3:10.127v_5.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.10:158
e3:10.127v_5.comment	scholion	εικος αυτον δια τους μεθ' ημεραν κοπους. ουκ αισθανεσθαι φωνουντων. δυσωπητικον δε το υπο του γεροντος ανιστασθαι: διο και λαξ αυτον ανιστησι την απρονοησιαν ονειδιζων⁑
e3:10.127v_6.lemma	scholion	ϛ
e3:10.127v_6.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.10:160
e3:10.127v_6.comment	scholion	urn:cite2:hmt:pers.v1:pers22 μεν καταπληχθεντα παραμυθειται: urn:cite2:hmt:pers.v1:pers215 δε αμελουντα αναπτεροι. και αμφω βελτιους ποιει: το δε αιεις, αντι του ακουεις, προς πλειονα επιτασιν ως πλησιον αυτων οντων⁑
e3:10.127v_7.lemma	scholion	ζ
e3:10.127v_7.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.10:164
e3:10.127v_7.comment	scholion	σχετλιος ο αξια αγανακτησεως πρασσων: ειωθαμεν δε αμελειας ενγαλουμενοι. φιλοπονωτερους του δεοντος, φασκειν τους ενκαλουντας: τωι επαινωι εκεινων. τον ιδιον αποδυομενοι ψογον: ουχ εαυτους ηττον του δεοντος φασκοντες πονειν. αλλ' εκεινους του δυνατου περισσοτερον⁑
e3:10.127v_8.lemma	scholion	η
e3:10.127v_8.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.10:167
e3:10.127v_8.comment	scholion	ανικητος προς ον ουδε το γηρας τι μηχανησασθαι δυναται⁑
e3:10.127v_9.lemma	scholion	θ
e3:10.127v_9.ref	scholion	urn:cts:greeklit:tlg0012.tlg001:10.169
e3:10.127v_9.comment	scholion	ο γερων επαινεθεις ιαται το τι παννυχιον υπνον αωτεις: φρονιμως δε ου συνεχωρησε τουτο οτι φιλοπονωτερος εστι των αλλων: φορτικον γαρ ην: δια το τον καιρον επικινδυνον ειναι: και της παρα δυναμιν φιλοπονιας δεομενον⁑
e3:10.128v_1.lemma	scholion	α
e3:10.128v_1.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.198
e3:10.128v_1.comment	scholion	την ευ ορυχθεισαν ο εστι βαθειαν: η αντιδιαστελλει προς τας: εκ των ομβρων γενομενας ρωγαδας:⁑
e3:10.128v_2.lemma	scholion	β
e3:10.128v_2.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.199
e3:10.128v_2.comment	scholion	ως εν σκοτω ου καθαρως εφαινετο: εκινησε δε ημων την διανοιαν τω εναργει: το μεν περι την ταφρον απαν χωριον φησας πληρες ειναι νεκρων: ολιγον δε τον καθαρον τοπον⁑
e3:10.128v_3.lemma	scholion	γ
e3:10.128v_3.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.204
e3:10.128v_3.comment	scholion	εξ αυτου του πραγματος αρχεται: ουκ εδει γαρ προοιμιων αλλ᾽ οξυβουλιας εν τω τοιουτω καιρω: υποθετικως δε αρχεται ου προστακτικως: ευ δε και το μη ενα εκλεξασθαι: ελυπει γαρ αυτον ως καταφρονων της αυτου σωτηριας και τους λοιπους ηισχυνε: φιλοτιμιαν ουν τοις αριστοις εις αλληλους εμβαλων. τους ατολμους ουκ ηλεγξεν. αλλ᾽ ησυχιαν αυτοις ανεπιφθονον δεδωκεν: ευ δε και το αυθαιρετον: ου γαρ εμοι φησι αλλ᾽ και : ο εστι περιεκτικον της προκειμενης πραξεως⁑
e3:10.128v_4.lemma	scholion	δ
e3:10.128v_4.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.206-10.213
e3:10.128v_4.comment	scholion	υποστιζων εις το . τελειου ως εις το : και τελειων εις το , αποδος εις το ⁑
e3:10.128v_5.lemma	scholion	ε
e3:10.128v_5.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.206
e3:10.128v_5.comment	scholion	ζωγρησει προς το πυθεσθαι τα των πολεμιων: δια δε του εσχατοωντα, το ακινδυνον υπεφηνε της πραξεως⁑
e3:10.128v_6.lemma	scholion	ϛ
e3:10.128v_6.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.212
e3:10.128v_6.comment	scholion	πανταχοθεν προτρεπεται τω ευχερει: τω ακινδυνω. τω ευκλεει⁑
e3:10.128v_7.lemma	scholion	ζ
e3:10.128v_7.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.215
e3:10.128v_7.comment	scholion	μεγας ουν εσται αριστεια παρα των ιδιων λαμβανων: και το δωρον εκ μεγιστης προφασεως διδομενον: εσται δε αυτω αγελη μελαινων οιων: ο σπανιον εστι και συμβολον της νυκτι πραξιας⁑
e3:10.128v_8.lemma	scholion	η
e3:10.128v_8.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.217
e3:10.128v_8.comment	scholion	εκ τουτου δηλον. ως ου παντες αει εκαλουντο: η το αει. το αυτοματον δηλοι της εστιασεως⁑
e3:10.129v_1.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.243
e3:10.129v_1.comment	scholion	τη εαυτων θαρρων ανδριαι συμβουλον μονον αιρειται ⁑
e3:10.129v_2.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.244
e3:10.129v_2.comment	scholion	αληθησ ο εν τοισ κινδυνοισ επαινοσ. πασαν αιδω παρωσαμενοσ: αμα δε και τοισ αλλοισ απο λογειται: ουδι᾽ ανδριαν φησασ αυτον αιρεισουν. αλλα δια φροωησιων: ⁑
e3:10.129v_3.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.247
e3:10.129v_3.comment	scholion	προσ το φιλαλληλον ουκ ειπεν νοστησαιμι: και υποφαινει: ωσ ει αλλον ελετο. αιτιοσ αν θανατου αμφοτεροισ εγεγονει: και δεικνυσιν οτι κρειττων ανδριασ φρονησισ ⁑
e3:10.129v_4.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.249
e3:10.129v_4.comment	scholion	εντευθειν το μηδεν αγαν δηλυται: αριστεωσ δε το θελειν μεν ευθφηνιαν: ουκ ανεχεσθαι δε αυτησ: περιοσοσ γαρ ο μεταξυ των φιλων επαινοσ ⁑
e3:10.129v_5.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.251
e3:10.129v_5.comment	scholion	ηδη προ τησ εξοδου περι του καιρου συμβουλυει κατεπειγων αυτον: ατοπον γαρ προσ ηω. κατασκοποισ πεμπεσθαι: δεοντωσ ουν αυτον ειλετο ⁑
e3:10.129v_6.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.252
e3:10.129v_6.comment	scholion	παρηλθον τησ νυκτοσ αι δυο πληρεισ ωραι: οι δε⸌ οτι το πλεον των δυο μοιρων τησ νυκτοσ παρηλθεν: αι δυο δε μοιραι οκτω εισι ωραι: τουτων το πλεον ο εστιν αι επτα, παρηλθεν: εσμεν δε εν ογδοη ωρα: λειπονται δε τεσσαρεσ: το δε ολον ουτωσ: παρηλθεν η πλειων ηδη μοιρα των δυο τησ νυκτοσ μοιρων: ινα λειπηται μεροσ τι των δυο. και τριτη τελεια ⁑
e3:10.129v_7.lemma	scholion	ζ
e3:10.129v_7.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.255
e3:10.129v_7.comment	scholion	ινα μη απιοντεσ παλιν εισ τασ σκηνασ χρονοτριβοιεν οπλιζει δε αυτον ο urn:cite2:hmt:pers.v1:pers880 . ωσ νεωστι τον urn:cite2:hmt:pers.v1:pers117 σωσαντα ⁑
e3:10.129v_8.lemma	scholion	η
e3:10.129v_8.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.258
e3:10.129v_8.comment	scholion	ο φαλοσ. ομφαλοσ εστιν ασπιδι μικρα παρα πλησιοσ: κειται δε κατα το μετωπον υπερεχων των οφρυων. αποσκιαξων την αυγην του ηλιου: ην δε αφαλοσ και αλοφοσ: δια τολαυθαθειω: καται τυξδε παρα το κατω τετυχθαι: ου γαρ εχει λοφον ⁑
e3:10.129v_9.lemma	scholion	θ
e3:10.129v_9.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.259
e3:10.129v_9.comment	scholion	δεικνυσιν οτι προσ μονην σκεπην. ου προσ κοσμον πεποιηται: ωστε τη μεν εμπλοκη των ιμαω των; δυσδιαλυτον ειναι το κρανοσ: την δε εξωθεν επιφανειαν σκεπεσθαι μετα των οδον των πυκνωσ ερεισθεντων ⁑
e3:10.129v_10.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.msb:10.266
e3:10.129v_10.comment	scholion	την μεν κλοπην εν ελεωνι φησι γενεσθαι τησ urn:cite2:hmt:pers.v1:pers καταιυγοσ: ελεων δε πολισ τησ βοιωτιασ : την δε διανομην, εν σκανδεια πολει κυθηρων ⁑
e3:10.130v_1.lemma	scholion	α
e3:10.130v_1.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.291
e3:10.130v_1.comment	scholion	ορα πως ο συνετωτερος urn:cite2:hmt:pers.v1:pers118 την ευχην εκοινοποιησατο: ουτος δε ιδια και αλλως⁑
e3:10.130v_2.lemma	scholion	β >
e3:10.130v_2.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.299
e3:10.130v_2.comment	scholion	υπο τον αυτον χρονον αμφοτεροι τους κατασκοπους πεμπουσιν: συντυγχανουσι γαρ αλληλοις ιοντες: αλλ' ο ποιητης ετιμησε το ελληνικον. τη προτερα ταξει του λογου⁑
e3:10.130v_3.lemma	scholion	γ >
e3:10.130v_3.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.300
e3:10.130v_3.comment	scholion	ο μεν urn:cite2:hmt:pers.v1:pers172 θορυβωδης και αλαζων ων. παντας ανοητως συγκαλει τους αριστους: οι δε ελληνες βραχεις⁑
e3:10.130v_4.lemma	scholion	δ >
e3:10.130v_4.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.303
e3:10.130v_4.comment	scholion	ο μεν urn:cite2:hmt:pers.v1:pers172 μετα προσταξεως τον υπακουσομενον τη χρεια καλει: ο δε urn:cite2:hmt:pers.v1:pers117 υποτιθεται: και οι με⸌ν α εχουσιν επαγγελλονται: ο δε⸌ α ουκ εχει: και οι με⸌ν δωρον: οι δε⸌ ατιμως φησι. μισθον⁑
e3:10.130v_5.lemma	scholion	ε >
e3:10.130v_5.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.308
e3:10.130v_5.comment	scholion	: ο μεν urn:cite2:hmt:pers.v1:pers117 την πραξιν εξεφαυλισεν επι φημης ακοην πεμπων τον κατασκοπον: η επι συλληψιν τινος πολεμιου μομωθεντος; ο δε urn:cite2:hmt:pers.v1:pers172 , επι την περι των ολων γνωσιν⁑
e3:10.130v_6.lemma	scholion	ϝ >
e3:10.130v_6.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.314
e3:10.130v_6.comment	scholion	διηγησεως εδεησε προς το σημαναι το αδηλον του ανδρος : οπως τοιουτος ων των urn:cite2:hmt:pers.v1:pers1 ιππων ερα. και μετ' ολιγον προδοτης γινεται: ταχεως δε απαντα εδηλωσε: το εθνος: το ονομα αυτου τε και του πατρος : την τεχνην: την τυχην: οτι πλουσιος την μορφην του urn:cite2:hmt:pers.v1:pers474 και την ωκυτητα⁑
e3:10.131r_1.lemma	scholion	ζ >
e3:10.131r_1.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.315
e3:10.131r_1.comment	scholion	ομως και περ εχων παντα. δι' αλαζονειαν ηρασθη κερδους: το γαρ πλουτειν. και ιπποτροφιας εμποιει ποθον: ευελπις ην ως ει ληφθειη, δια τουτων λυτρωθησεται⁑
e3:10.131r_2.lemma	scholion	η >
e3:10.131r_2.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.318
e3:10.131r_2.comment	scholion	δοκει διαγανακτειν ο ποιητης. οιος ων οιοις επιχειρει⁑
e3:10.131r_3.lemma	scholion	θ >
e3:10.131r_3.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.319
e3:10.131r_3.comment	scholion	ο μεν urn:cite2:hmt:pers.v1:pers215 προσλαβεσθαι συνεργον εσπευσε: και το επι κινδυνον του πραγματος και το νεμεσητον υφορωμενος: ο δε ανοητως μονος ορμα⁑
e3:10.131r_4.lemma	scholion	ια >
e3:10.131r_4.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.321
e3:10.131r_4.comment	scholion	το απιστον δηλοι των βαρβαρων: οτι τας πιστεις ορκοις ου τροποις αγαθοις βεβαιουσιν⁑
e3:10.131r_5.lemma	scholion	ι >
e3:10.131r_5.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.320
e3:10.131r_5.comment	scholion	τα ακριβη. περι παντων ακουσαι: ο δε⸌ ει τινα που δηιων ελοι. ως εκ παραδοξου⁑
e3:10.131r_6.lemma	scholion	ιβ >
e3:10.131r_6.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.323
e3:10.131r_6.comment	scholion	ο μεν. urn:cite2:hmt:pers.v1:pers172 αριστους ιππους δωσειν φησι: ο δε⸌ τους urn:cite2:hmt:pers.v1:pers1 αιτει. τουτους ειδως αριστους: δηλοι δε αμφοτερων την ατοπιαν και ανοιαν⁑
e3:10.131r_7.lemma	scholion	ιγ >
e3:10.131r_7.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.324
e3:10.131r_7.comment	scholion	ουκ αποθεν της οιησεως ης εχεις περι εμου. η ουκ εξ υποληψεως απαγγελω, αλλα μετα ακριβειας περι παντων μαθων⁑
e3:10.131r_8.lemma	scholion	ιδ >
e3:10.131r_8.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.328
e3:10.131r_8.comment	scholion	μωροτερος του αιτουντος ο επαγγειλαμενος: ομνυσι γαρ ως ηδη τα λαφυρα διαιρων⁑
e3:10.131r_9.lemma	scholion	ιε >
e3:10.131r_9.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.334
e3:10.131r_9.comment	scholion	λευκου ως αφρων: καταφωρος γαρ δι' αυτου εγινετο: ο δε urn:cite2:hmt:pers.v1:pers21 τεφρωδους φησι: λεγει γαρ μη ειναι λυκον λευκον⁑
e3:10.131r_10.lemma	scholion	ιϝ >
e3:10.131r_10.ref	scholion	urn:cts:greeklit:tlg5026.e3.dipl:10.335
e3:10.131r_10.comment	scholion	ικτις εστι κατα urn:cite2:hmt:pers.v1:pers300 . ζωον ορνιθοφαγον. ομοιον μικρω κυνιδιω: ου το δερμα φορει: ταχα ουν ο ποιητης. κατα αφαιρεσιν αυτο εποιησε του πρωτου ι ⁑
e3:10.131v_1.lemma	scholion	α
e3:10.131v_1.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.339
e3:10.131v_1.comment	scholion	ως προνοων μη και παρα των πολεμιων ειη τις δολος: ο δε urn:cite2:hmt:pers.v1:pers215 καταφρονων των κινδυνων, ου προνοει: πως δε τον ερωδιον μη ορωντες αυτον ορωσιν: ισως οτι προς ορθρον η σεληνη ανεσχεν ⁑
e3:10.131v_2.lemma	scholion	β
e3:10.131v_2.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.343
e3:10.131v_2.comment	scholion	ου γαρ ουτω ραιδιον οιεται το μονον εις κατασκοπην αφικεσθαι. εωσι δε παρελθειν μη ειδοτες την ωκυτητα αυτου ⁑
e3:10.131v_3.lemma	scholion	γ
e3:10.131v_3.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.346
e3:10.131v_3.comment	scholion	ειδε πλαγιαν ως επι την πολιν ποιειται την οδον, αποστρεφε παλιν αυτον, επι τας ναυς ⁑
e3:10.131v_4.lemma	scholion	δ
e3:10.131v_4.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.350
e3:10.131v_4.comment	scholion	φησιν ασυνετως. ου θεασαμενος αυτους: δει δε τους κατασκοπους την οψιν περιαγειν. προς επιγνωσιν ακριβη ⁑
e3:10.131v_5.lemma	scholion	ε
e3:10.131v_5.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.351
e3:10.131v_5.comment	scholion	οσον αροτριωσα η ημιονος υπογραφειν δυναται ο εστι πλεθρον ⁑
e3:10.131v_6.lemma	scholion	ϛ
e3:10.131v_6.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.353
e3:10.131v_6.comment	scholion	εν γαρ τη πρωτη αυλακι σχολαιτερων προσδει ζωων, προς το βαθυτεραν γενεσθαι την αυλακα: εν δε τη νειω, οξυτερων: προ ευτρεπισται γαρ τω εαρι ⁑
e3:10.131v_7.lemma	scholion	ζ
e3:10.131v_7.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.360
e3:10.131v_7.comment	scholion	νυν μεν κυσιν αυτους εικαζει δια το αγρευτικον: προτερον δε λεουσι. δια το ευπαθες ⁑
e3:10.131v_8.ref	scholion	urn:cts:greeklit:tlg0012.tlg001.e3:10.360
